"","game_date","game_name","team_name","opp_team_name","team_venue","player_name","period","situation_type","event_type","event_successful","event_time","x_event","y_event","receiver_name","receiver_x","receiver_y","shot_type","goal","goal_predictions"
"14306","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Hannah Brandt",2,"5 on 4","Shot","f",1108,183,42,"",NA,NA,"Snapshot",0,0.105809735383844
"14311","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Megan Bozek",2,"5 on 4","Shot","f",1097,162,63,"",NA,NA,"Snapshot",0,0.0369946198273775
"14312","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Hannah Brandt",2,"5 on 4","Shot","f",1096,185,49,"",NA,NA,"Wristshot",0,0.0582320228887101
"14324","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Shelly Picard",2,"5 on 5","Shot","f",1059,140,23,"",NA,NA,"Snapshot",0,0.00975354554780333
"14344","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Blayre Turnbull",2,"5 on 5","Shot","t",986,181,43,"",NA,NA,"Deflection",1,0.174558442632284
"14347","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Hilary Knight",2,"5 on 5","Shot","f",969,142,33,"",NA,NA,"Snapshot",0,0.011230083678513
"14381","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Hayley Scamurra",2,"5 on 5","Shot","f",845,184,59,"",NA,NA,"Wristshot",0,0.0567642157235704
"14398","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Victoria Bach",2,"5 on 5","Shot","f",792,141,43,"",NA,NA,"Wristshot",0,0.00502831826868381
"14399","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Natalie Spooner",2,"5 on 5","Shot","f",790,171,52,"",NA,NA,"Snapshot",0,0.0582484076568401
"14406","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Amanda Pelkey",2,"5 on 5","Shot","f",762,161,71,"",NA,NA,"Slapshot",0,0.0376932186594102
"14412","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Jocelyne Larocque",2,"4 on 4","Shot","f",740,146,29,"",NA,NA,"Wristshot",0,0.00639226184991326
"14416","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Rebecca Johnston",2,"4 on 4","Shot","f",716,158,71,"",NA,NA,"Wristshot",0,0.014140378098803
"14433","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Alex Carpenter",2,"5 on 5","Shot","f",615,184,46,"",NA,NA,"Snapshot",0,0.112446616823359
"14436","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Kacey Bellamy",2,"5 on 5","Shot","f",607,134,23,"",NA,NA,"Slapshot",0,0.00734031801867188
"14437","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Alex Carpenter",2,"5 on 5","Shot","f",606,180,44,"",NA,NA,"Wristshot",0,0.043914145562763
"14443","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Brigette Lacquette",2,"5 on 5","Shot","f",587,150,7,"",NA,NA,"Wristshot",0,0.00750288000692342
"14445","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Brigette Lacquette",2,"5 on 5","Shot","f",577,140,23,"",NA,NA,"Slapshot",0,0.0102729262058097
"14451","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Megan Bozek",2,"5 on 5","Shot","f",559,143,61,"",NA,NA,"Snapshot",0,0.0128820828475055
"14455","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Rebecca Johnston",2,"5 on 5","Shot","f",551,169,76,"",NA,NA,"Snapshot",0,0.0559655223601469
"14462","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Haley Skarupa",2,"5 on 5","Shot","f",536,159,67,"",NA,NA,"Wristshot",0,0.0147778738781904
"14478","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Jocelyne Larocque",2,"5 on 5","Shot","f",488,128,2,"",NA,NA,"Snapshot",0,0.00467751978574186
"14479","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Rebecca Leslie",2,"5 on 5","Shot","f",488,169,31,"",NA,NA,"Deflection",0,0.0938804253071685
"14482","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Jillian Saulnier",2,"5 on 5","Shot","f",478,138,3,"",NA,NA,"Snapshot",0,0.00822589205257628
"14490","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Hannah Brandt",2,"5 on 5","Shot","f",461,157,22,"",NA,NA,"Snapshot",0,0.0250255171674338
"14516","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Halli Krzyzaniak",2,"5 on 5","Shot","f",378,136,81,"",NA,NA,"Slapshot",0,0.00972489797707413
"14520","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Brigette Lacquette",2,"5 on 5","Shot","f",364,130,38,"",NA,NA,"Wristshot",0,0.00266733426343007
"14521","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Rebecca Johnston",2,"5 on 5","Shot","f",364,164,44,"",NA,NA,"Deflection",0,0.0750582317375281
"14524","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Jamie Lee Rattray",2,"5 on 5","Shot","f",344,171,25,"",NA,NA,"Snapshot",0,0.0540397533112192
"14549","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Brianne Jenner",2,"5 on 5","Shot","f",224,161,65,"",NA,NA,"Slapshot",0,0.037057963716984
"14558","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Hilary Knight",2,"5 on 5","Shot","f",200,181,43,"",NA,NA,"Snapshot",0,0.0958368367640244
"14581","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Sidney Morin",2,"5 on 4","Shot","f",119,182,64,"",NA,NA,"Snapshot",0,0.106590657077113
"14588","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Kendall Coyne Schofield",2,"5 on 4","Shot","f",91,187,47,"",NA,NA,"Wrap Around",0,9.29865685734044e-09
"14590","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Sidney Morin",2,"5 on 4","Shot","f",80,138,40,"",NA,NA,"Wristshot",0,0.00421030364829264
"14595","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Natalie Spooner",2,"5 on 4","Shot","f",69,186,65,"",NA,NA,"Wristshot",0,0.0641804604701153
"14609","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Rebecca Johnston",2,"5 on 4","Shot","f",19,158,39,"",NA,NA,"Snapshot",0,0.0277609099446864
"14622","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Laura Fortino",3,"5 on 4","Shot","f",1168,170,66,"",NA,NA,"Snapshot",0,0.0574139340441527
"14655","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Savannah Harmon",3,"5 on 5","Shot","f",1076,170,17,"",NA,NA,"Snapshot",0,0.0500903834900109
"14657","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Savannah Harmon",3,"5 on 5","Shot","f",1073,156,8,"",NA,NA,"Wristshot",0,0.010530366484744
"14662","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Emily Pfalzer",3,"5 on 5","Shot","f",1062,167,59,"",NA,NA,"Snapshot",0,0.0479488445129937
"14681","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Erin Ambrose",3,"5 on 5","Shot","f",1001,136,76,"",NA,NA,"Slapshot",0,0.00958421441911575
"14682","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Jocelyne Larocque",3,"5 on 5","Shot","f",997,158,11,"",NA,NA,"Snapshot",0,0.0256214133154124
"14709","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Halli Krzyzaniak",3,"5 on 5","Shot","f",895,150,72,"",NA,NA,"Wristshot",0,0.00907015268902422
"14725","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Brianna Decker",3,"5 on 5","Shot","f",813,159,12,"",NA,NA,"Slapshot",0,0.0285673290412521
"14738","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Laura Fortino",3,"5 on 5","Shot","f",772,185,27,"",NA,NA,"Snapshot",0,0.11250665025636
"14824","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Jamie Lee Rattray",3,"5 on 5","Shot","f",479,174,27,"",NA,NA,"Snapshot",0,0.0637417980673224
"14834","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Hilary Knight",3,"5 on 5","Shot","f",450,181,76,"",NA,NA,"Snapshot",0,0.104588476023119
"14836","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Brianne Jenner",3,"5 on 5","Shot","f",427,181,21,"",NA,NA,"Wristshot",0,0.043447553567289
"14837","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Savannah Harmon",3,"5 on 5","Shot","f",414,164,3,"",NA,NA,"Wristshot",0,0.0162144979831287
"14839","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Lee Stecklein",3,"5 on 5","Shot","f",407,135,66,"",NA,NA,"Wristshot",0,0.00383771702882363
"14841","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Sarah Nurse",3,"5 on 5","Shot","f",398,178,18,"",NA,NA,"Wristshot",0,0.0366094069594148
"14843","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Amanda Kessel",3,"5 on 5","Shot","f",389,164,75,"",NA,NA,"Wristshot",0,0.0199647576121363
"14850","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Lee Stecklein",3,"5 on 5","Shot","f",362,139,12,"",NA,NA,"Wristshot",0,0.00410316434734941
"14856","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Kacey Bellamy",3,"5 on 5","Shot","f",329,146,52,"",NA,NA,"Slapshot",0,0.0156195754144427
"14906","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Sidney Morin",3,"5 on 5","Shot","f",135,133,74,"",NA,NA,"Wristshot",0,0.00351036219793093
"14909","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Sidney Morin",3,"6 on 5","Shot","f",130,136,69,"",NA,NA,"Wristshot",0,0.00409579859508735
"14910","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Amanda Kessel",3,"6 on 5","Shot","f",130,169,57,"",NA,NA,"Deflection",0,0.100594503272702
"14919","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Kendall Coyne Schofield",3,"6 on 5","Shot","f",97,167,34,"",NA,NA,"Wristshot",0,0.0209441184541431
"14926","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Hannah Brandt",3,"6 on 5","Shot","f",84,187,35,"",NA,NA,"Snapshot",0,0.126881604593262
"14929","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Kacey Bellamy",3,"6 on 5","Shot","f",78,137,61,"",NA,NA,"Snapshot",0,0.00921157205990293
"14942","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Sidney Morin",3,"6 on 5","Shot","f",32,137,78,"",NA,NA,"Wristshot",0,0.00444867957336981
"14943","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Gigi Marvin",3,"6 on 5","Shot","f",31,179,47,"",NA,NA,"Deflection",0,0.160445496169589
"14946","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Dana Trivigno",3,"6 on 5","Shot","f",18,147,53,"",NA,NA,"Wristshot",0,0.00725262898778027
"14947","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Dana Trivigno",3,"6 on 5","Shot","f",12,139,80,"",NA,NA,"Wristshot",0,0.00500762032138377
"14948","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Alex Carpenter",3,"6 on 5","Shot","f",11,181,50,"",NA,NA,"Snapshot",0,0.0976367628386995
"14949","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Gigi Marvin",3,"6 on 5","Shot","f",8,182,38,"",NA,NA,"Snapshot",0,0.0995206554809289
"14962","4/6/2019","2019-04-06 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Loren Gabel",1,"5 on 5","Shot","f",1143,151,30,"",NA,NA,"Wristshot",0,0.00848665191248219
"14963","4/6/2019","2019-04-06 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Jocelyne Larocque",1,"5 on 5","Shot","f",1139,131,12,"",NA,NA,"Slapshot",0,0.00600630679560403
"14979","4/6/2019","2019-04-06 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Jillian Saulnier",1,"5 on 5","Shot","f",1084,169,26,"",NA,NA,"Snapshot",0,0.0486806931167207
